"country","name","position"
"Ireland","Mr Frank FEIGHAN","Minister of State for the Department of Health, with responsibility for Public Health, Wellbeing and the National Drugs Strategy"
"Ireland","Ms Anne RABBITTE","Minister of State for the Department of Health and the Department of Justice, with responsibility for Disability"
"Italy","Mr Giuseppe CONTE","Prime Minister"
"Italy","Mr Luigi DI MAIO","Minister for Foreign Affairs and International Cooperation"
"Italy","Ms Luciana LAMORGESE","Minister for the Interior"
"Italy","Mr Alfonso BONAFEDE","Minister for Justice"
"Italy","Mr Lorenzo GUERINI","Minister for Defence"
"Italy","Mr Roberto GUALTIERI","Minister for Economic Affairs and Finance"
"Italy","Mr Stefano PATUANELLI","Minister for Economic Development"
"Italy","Ms Teresa BELLANOVA","Minister for Agricultural, Food and Forestry Policy"
"Italy","Mr Sergio COSTA","Minister for the Environment, the Protection of Natural Resources and the Sea"
"Italy","Ms Paola DE MICHELI","Minister for Infrastructure and Transport"
"Italy","Ms Nunzia CATALFO","Minister for Labour and Social Policy"
"Italy","Mr Lorenzo FIORAMONTI","Minister for Education, Universities and Research"
"Italy","Mr Dario FRANCESCHINI","Minister for Cultural Assets and Activities and Tourism"
"Italy","Mr Roberto SPERANZA","Minister for Health"
"Italy","Mr Federico D'INCÀ","Minister for Relations with Parliament"
"Italy","Ms Paola PISANO","Minister for Technological Innovation and Digitalisation"
"Italy","Ms Fabiana DADONE","Minister for Public Administration"
"Italy","Mr Francesco BOCCIA","Minister for Regional Affairs and Autonomies"
"Italy","Mr Giuseppe Luciano Calogero PROVENZANO","Minister for Southern Italy and Territorial Cohesion"
"Italy","Mr Vincenzo SPADAFORA","Minister for Youth Policies and Sport"
"Italy","Ms Elena BONETTI","Minister for Equal Opportunities and Family"
"Italy","Mr Vincenzo AMENDOLA","Minister for European Affairs"
"Italy","Ms Emanuela Claudia DEL RE","Deputy Minister for Foreign Affairs and International Cooperation"
"Italy","Ms Marina SERENI","Deputy Minister for Foreign Affairs and International Cooperation"
"Italy","Mr Vito Claudio CRIMI","Deputy Minister for the Interior"
"Italy","Mr Matteo MAURI","Deputy Minister for the Interior"
"Italy","Mr Stefano BUFFAGNI","Deputy Minister for Economic Development"
"Italy","Mr Pierpaolo SILERI","Deputy Minister for Health"
"Italy","Mr Riccardo FRACCARO","State Secretary, Prime Minister’s Office (Cabinet Secretary)"
"Italy","Mr Mario TURCO","State Secretary, Prime Minister’s Office (Economic Planning and Investment)"
"Italy","Mr Andrea MARTELLA","State Secretary, Prime Minister’s Office (Publishing)"
"Italy","Mr Manlio DI STEFANO","State Secretary for Foreign Affairs and International Cooperation"
"Italy","Mr Ricardo Antonio MERLO","State Secretary for Foreign Affairs and International Cooperation"
"Italy","Mr Ivan SCALFAROTTO","State Secretary for Foreign Affairs and International Cooperation"
"Italy","Mr Carlo SIBILIA","State Secretary for the Interior"
"Italy","Mr Achille VARIATI","State Secretary for the Interior"
"Italy","Mr Vittorio FERRARESI","State Secretary for Justice"
"Italy","Mr Andrea GIORGIS","State Secretary for Justice"
"Italy","Mr Giulio CALVISI","State Secretary for Defence"
"Italy","Mr Angelo TOFALO","State Secretary for Defence"
"Italy","Ms Laura CASTELLI","State Secretary for Economic Affairs and Finance"
"Italy","Mr Antonio MISIANI","State Secretary for Economic Affairs and Finance"
"Italy","Mr Pier Paolo BARETTA","State Secretary for Economic Affairs and Finance"
"Italy","Ms Maria Cecilia GUERRA","State Secretary for Economic Affairs and Finance"
"Italy","Mr Alessio Mattia VILLAROSA","State Secretary for Economic Affairs and Finance"
"Italy","Ms Mirella LIUZZI","State Secretary for Economic Development"
"Italy","Mr Gian Paolo MANZELLA","State Secretary for Economic Development"
"Italy","Ms Alessia MORANI","State Secretary for Economic Development"
"Italy","Ms Alessandra TODDE","State Secretary for Economic Development"
"Italy","Mr Giuseppe L'ABBATE","State Secretary for Agricultural, Food and Forestry Policy"
"Italy","Mr Roberto MORASSUT","State Secretary for the Environment, the Protection of Natural Resources and the Sea"
"Italy","Mr Giovanni Carlo CANCELLERI","State Secretary for Infrastructure and Transport"
"Italy","Mr Salvatore MARGIOTTA","State Secretary for Infrastructure and Transport"
"Italy","Mr Roberto TRAVERSI","State Secretary for Infrastructure and Transport"
"Italy","Mr Stanislao DI PIAZZA","State Secretary for Labour and Social Policy"
"Italy","Ms Francesca PUGLISI","State Secretary for Labour and Social Policy"
"Italy","Ms Lucia AZZOLINA","State Secretary for Education, Universities and Research"
"Italy","Mr Giuseppe DE CRISTOFARO","State Secretary for Education, Universities and Research"
"Italy","Ms Anna ASCANI","State Secretary for Education, Universities and Research"
"Italy","Ms Lorenza BONACCORSI","State Secretary for Cultural Assets and Activities and Tourism"
"Italy","Ms Anna Laura ORRICO","State Secretary for Cultural Assets and Activities and Tourism"
"Italy","Ms Sandra ZAMPA","State Secretary for Health"
"Italy","Mr Gianluca CASTALDI","State Secretary, Prime Minister’s Office (Relations with Parliament)"
"Italy","Ms Simona Flavia MALPEZZI","State Secretary, Prime Minister’s Office (Relations with Parliament)"
"Italy","Ms Laura AGEA","State Secretary, Prime Minister’s Office (European Affairs)"
"Latvia","Mr Krišjānis KARIŅŠ","Prime Minister"
"Latvia","Mr Artis PABRIKS","Minister for Defence"
"Latvia","Mr Jānis GARISONS","State Secretary, Ministry of Defence"
"Latvia","Ms Baiba BĻODNIECE","Parliamentary Secretary, Ministry of Defence"
"Latvia","Mr Edgars RINKĒVIČS","Minister for Foreign Affairs"
"Latvia","Ms Zanda KALNIŅA-LUKAŠEVICA","Parliamentary Secretary, Ministry of Foreign Affairs"
"Latvia","Mr Andris PELŠS","State Secretary, Ministry of Foreign Affairs"
"Latvia","Mr Jānis VITENBERGS","Minister for the Economy"
"Latvia","Mr Edmunds VALANTIS","State Secretary, Ministry of the Economy"
"Latvia","Mr Jurģis MIEZAINIS","Parliamentary Secretary, Ministry of the Economy"
"Latvia","Mr Jānis REIRS","Minister for Finance"
"Latvia","Ms Baiba BĀNE","State Secretary, Ministry of Finance"
"Latvia","Mr Atis ZAKATISTOVS","Parliamentary Secretary, Ministry of Finance"
"Latvia","Mr Sandis ĢIRĢENS","Minister for the Interior"
"Latvia","Mr Dimitrijs TROFIMOVS","State Secretary, Ministry of the Interior"
"Latvia","Ms Signe BOLE","Parliamentary Secretary, Ministry of the Interior"
"Latvia","Ms Ilga ŠUPLINSKA","Minister for Education and Science"
"Latvia","Mr Jānis VOLBERTS","Acting State Secretary, Ministry of Education and Science"
"Latvia","Mr Reinis ZNOTIŅŠ","Parliamentary Secretary, Ministry of Education and Science"
"Latvia","Mr Nauris PUNTULIS","Minister for Culture"
"Latvia","Ms Dace VILSONE","State Secretary, Ministry of Culture"
"Latvia","Mr Ritvars JANSONS","Parliamentary Secretary, Ministry of Culture"
"Latvia","Ms Ramona PETRAVIČA","Minister for Welfare"
"Latvia","Mr Ingus ALLIKS","State Secretary, Ministry of Welfare"
"Latvia","Mr Krišs LIPŠĀNS","Parliamentary Secretary, Ministry of Welfare"
"Latvia","Mr Tālis LINKAITS","Minister for Transport"
"Latvia","Ms Ilonda STEPANOVA","State Secretary, Ministry of Transport"
"Latvia","Mr Jānis BUTĀNS","Parliamentary Secretary, Ministry of Transport"
"Latvia","Mr Jānis BORDĀNS","Minister for Justice"
"Latvia","Mr Raivis KRONBERGS","State Secretary, Ministry of Justice"
"Latvia","Mr Andris VĪTOLS","Parliamentary Secretary, Ministry of Justice"
"Latvia","Ms Ilze VIŅĶELE","Minister for Health"
"Latvia","Ms Daina MŪRMANE-UMBRAŠKO","State Secretary, Ministry of Health"
"Latvia","Mr Ilmārs DŪRĪTIS","Parliamentary Secretary, Ministry of Health"
"Latvia","Mr Artis PABRIKS","Acting Minister for Environmental Protection and Regional Development"
"Latvia","Mr Edvīns BALŠEVICS","State Secretary, Ministry of Environmental Protection and Regional Development"
"Latvia","Mr Artūrs Toms PLEŠS","Parliamentary Secretary, Ministry of Environmental Protection and Regional Development"
"Latvia","Mr Kaspars GERHARDS","Minister for Agriculture"
"Latvia","Ms Dace LUCAUA","State Secretary, Ministry of Agriculture"
"Latvia","Mr Jānis GRASBERGS","Parliamentary Secretary, Ministry of Agriculture"
"Lithuania","Mr Saulius SKVERNELIS","Prime Minister"
"Lithuania","Mr Algirdas STONČAITIS","Chancellor of the Government"
"Lithuania","Mr Deividas MATULIONIS","First Deputy Chancellor of the Government"
"Lithuania","Mr Alminas MAČIULIS","Deputy Chancellor of the Government"
"Lithuania","Mr Jaroslav NARKEVIČ","Minister for Transport and Communications"
"Lithuania","Mr Gytis MAŽEIKA","Deputy Minister for Transport and Communications"
"Lithuania","Mr Vladislav KONDRATOVIČ","Deputy Minister for Transport and Communications"
"Lithuania","Mr Gintaras ALIKSANDRAVIČIUS","Chancellor of the Ministry of Transport and Communications"
"Lithuania","Mr Linas KUKURAITIS","Minister for Social Security and Labour"
"Lithuania","Ms Eglė RADIŠAUSKIENĖ","Deputy Minister for Social Security and Labour"
"Lithuania","Mr Eitvydas BINGELIS","Deputy Minister for Social Security and Labour"
"Lithuania","Ms Vilma AUGIENĖ","Deputy Minister for Social Security and Labour"
"Lithuania","Mr Karolis VAITKEVIČIUS","Chancellor of the Ministry of Social Security and Labour"
"Lithuania","Ms Rita TAMAŠUNIENĖ","Minister for the Interior"
"Lithuania","Mr Česlovas MULMA","Deputy Minister for the Interior"
"Lithuania","Mr Tautvydas TAMULEVIČIUS","Deputy Minister for the Interior"
"Lithuania","Mr Gediminas MIŠKINIS","Deputy Minister for Economic Affairs and Innovation"
"Lithuania","Mr Marius SKUODIS","Deputy Minister for Economic Affairs and Innovation"
"Lithuania","Ms Jekaterina ROJAKA","Deputy Minister for Economic Affairs and Innovation"
"Lithuania","Mr Elijus ČIVILIS","Deputy Minister for Economic Affairs and Innovation"
"Lithuania","Ms Rūta JOVAIŠIENĖ","Director of the Legal Department, acting Chancellor of the Ministry of Economic Affairs and Innovation"
"Lithuania","Mr Vilius ŠAPOKA","Minister for Finance"
"Lithuania","Ms Daiva BRASIŪNAITĖ","Deputy Minister for Finance"
"Lithuania","Ms Loreta MASKALIOVIENĖ","Deputy Minister for Finance"
"Lithuania","Mr Darius SADECKAS","Deputy Minister for Finance"
"Lithuania","Ms Miglė TUSKIENĖ","Deputy Minister for Finance"
"Lithuania","Mr Giedrius RIMŠA","Chancellor of the Ministry of Finance"
"Lithuania","Mr Andrius PALIONIS","Minister for Agriculture"
"Lithuania","Mr Egidijus VISKONTAS","Deputy Minister for Agriculture"
"Lithuania","Mr Petras NARKEVIČIUS","Deputy Minister for Agriculture"
"Lithuania","Mr Evaldas GUSTAS","Deputy Minister for Agriculture"
"Lithuania","Ms Lina ZINKEVIČIENĖ","Chancellor of the Ministry of Agriculture"
"Lithuania","Mr Kęstutis MAŽEIKA","Minister for the Environment"
"Lithuania","Mr Marius NARMONTAS","Deputy Minister for the Environment"
"Lithuania","Ms Justina GRIGARAVIČIENĖ","Deputy Minister for the Environment"
"Lithuania","Ms Rasa VAITKEVIČIŪTĖ","Deputy Minister for the Environment"
"Lithuania","Mr Arminas MOCKEVIČIUS","Chancellor of the Ministry of the Environment"
"Lithuania","Mr Raimundas KAROBLIS","Minister for National Defence"
"Lithuania","Mr Vytautas UMBRASAS","Deputy Minister for National Defence"
"Lithuania","Mr Eimutis MISIŪNAS","Deputy Minister for National Defence"
"Lithuania","Mr Edvinas KERZA","Deputy Minister for National Defence"
"Lithuania","Ms Daiva BELIACKIENĖ","Chancellor of the Ministry of National Defence"
"Lithuania","Mr Elvinas JANKEVIČIUS","Minister for Justice"
"Lithuania","Mr Ernestas JURKONIS","Deputy Minister for Justice"
"Lithuania","Mr Žydrūnas PLYTNIKAS","Deputy Minister for Justice"
"Lithuania","Mr Algirdas MONKEVIČIUS","Minister for Education, Science and Sport"
"Lithuania","Mr Valdemaras RAZUMAS","Deputy Minister for Education, Science and Sport"
"Lithuania","Mr Arūnas PLIKŠNYS","Deputy Minister for Education, Science and Sport"
"Lithuania","Ms Jolanta URBANOVIČ","Deputy Minister for Education, Science and Sport"
"Lithuania","Ms Kornelija TIESNESYTĖ","Deputy Minister for Education, Science and Sport"
"Lithuania","Mr Tomas DAUKANTAS","Chancellor of the Ministry of Education, Science and Sport"
"Lithuania","Mr Aurelijus VERYGA","Minister for Health"
"Lithuania","Ms Kristina GARUOLIENĖ","Deputy Minister for Health"
"Lithuania","Ms Lina JERUŠEVIČIENĖ","Deputy Minister for Health"
"Lithuania","Mr Algirdas ŠEŠELGIS","Deputy Minister for Health"
"Lithuania","Mr Linas LINKEVIČIUS","Minister for Foreign Affairs"
"Lithuania","Mr Albinas ZANANAVIČIUS","Deputy Minister for Foreign Affairs"
"Lithuania","Mr Neris GERMANAS","Deputy Minister for Foreign Affairs"
"Lithuania","Mr Darius ČEKUOLIS","Deputy Minister for Foreign Affairs"
"Lithuania","Mr Laimonas TALAT-KELPŠA","Chancellor of the Ministry of Foreign Affairs"
"Lithuania","Mr Mindaugas KVIETKAUSKAS","Minister for Culture"
"Lithuania","Ms Gintautė ŽEMAITYTĖ","Deputy Minister for Culture"
"Lithuania","Ms Ingrida VELIUTĖ","Deputy Minister for Culture"
"Lithuania","Ms Regina JASKELEVIČIENĖ","Deputy Minister for Culture"
"Lithuania","Mr Laimonas UBAVIČIUS","Chancellor of the Ministry of Culture"
"Lithuania","Mr Žygimantas VAIČIŪNAS","Minister for Energy"
"Lithuania","Mr Egidijus PURLYS","Deputy Minister for Energy"
"Lithuania","Ms Lina SABAITIENĖ","Deputy Minister for Energy"
"Lithuania","Mr Rytis KĖVELAITIS","Deputy Minister for Energy"
"Lithuania","Mr Ramūnas DILBA","Chancellor of the Ministry of Energy"
"Luxembourg","Mr Xavier BETTEL","Prime Minister, Minister of State, Minister for Communications and the Media, Minister for Religious Affairs, Minister for Digitalisation, Minister for Administrative Reform"
"Luxembourg","Mr Dan KERSCH","Deputy Prime Minister, Minister for Sport, Minister for Labour, Employment and the Social and Solidarity Economy"
"Luxembourg","Mr François BAUSCH","Deputy Prime Minister, Minister for Defence, Minister for Mobility and Public Works, Minister for Internal Security"
"Luxembourg","Mr Jean ASSELBORN","Minister for Foreign and European Affairs, Minister for Immigration and Asylum"
"Luxembourg","Mr Romain SCHNEIDER","Minister for Agriculture, Viticulture and Rural Development, Minister for Social Security"
"Luxembourg","Mr Pierre GRAMEGNA","Minister for Finance"
"Luxembourg","Mr Claude MEISCH","Minister for National Education, Children and Young People, Minister for Higher Education and Research"
"Luxembourg","Ms Corinne CAHEN","Minister for Family Affairs and Integration, Minister for the Greater Region"
"Luxembourg","Ms Carole DIESCHBOURG","Minister for the Environment, Climate and Sustainable Development"
"Luxembourg","Mr Marc HANSEN","Minister for the Civil Service, Minister for Relations with the Parliament, Deputy Minister for Digitalisation, Deputy Minister for Administrative Reform"
"Luxembourg","Mr Claude TURMES","Minister for Spatial Planning, Minister for Energy"
"Luxembourg","Ms Paulette LENERT","Minister for Consumer Protection, Minister for Health, Deputy Minister for Social Security"
"Luxembourg","Ms Sam TANSON","Minister for Culture, Minister for Justice"
"Luxembourg","Ms Taina BOFFERDING","Minister for Gender Equality, Minister for Home Affairs"
"Luxembourg","Mr Lex DELLES","Minister for Small and Medium-Sized Enterprises, Minister for Tourism"
"Luxembourg","Mr Henri KOX","Minister for Housing, Deputy Minister for Defence, Deputy Minister for Internal Security"
"Luxembourg","Mr Franz FAYOT","Minister for Development Cooperation and Humanitarian Affairs, Minister for the Economy"
"Malta","Mr Robert ABELA","Prime Minister"
"Malta","Mr Chris FEARNE","Deputy Prime Minister and Minister for Health"
"Malta","Mr Evarist BARTOLO","Minister for Foreign and European Affairs"
"Malta","Mr Edward SCICLUNA","Minister for Finance and Financial Services"
"Malta","Mr Michael FARRUGIA","Minister for Energy and Water Management"
"Malta","Mr Owen BONNICI","Minister for Education and Employment"
"Malta","Mr José HERRERA","Minister for the National Heritage, the Arts and Local Government"
"Malta","Mr Carmelo ABELA","Minister within the Office of the Prime Minister (responsible for sustainable development, social dialogue and the implementation of the electoral manifesto)"
"Malta","Mr Ian BORG","Minister for Transport, Infrastructure and Capital Projects"
"Malta","Mr Clint CAMILLERI","Minister for Gozo"
"Malta","Mr Michael FALZON","Minister for the Family, Children’s Rights and Social Solidarity"
"Malta","Mr Edward ZAMMIT LEWIS","Minister for Justice, Equality and Governance"
"Malta","Mr Roderick GALDES","Minister for Social Accommodation"
"Malta","Mr Silvio SCHEMBRI","Minister for the Economy, Investment and Small Businesses"
"Malta","Ms Julia FARRUGIA PORTELLI","Minister for Tourism"
"Malta","Mr Aaron FARRUGIA","Minister for the Environment, Climate Change and Planning"
"Malta","Mr Anton REFALO","Minister for Rural Policy, Fisheries, Animal Rights and Consumer Protection"
"Malta","Mr Byron CAMILLERI","Minister for Home Affairs, National Security and Law Enforcement"
"Malta","Mr Stefan ZRINZO AZZOPARDI","Parliamentary Secretary for European Funds within the Ministry for Foreign and European Affairs"
"Malta","Mr Clayton BARTOLO","Parliamentary Secretary for Financial Services and the Digital Economy within the Ministry for Finance and Financial Services"
"Malta","Mr Clifton GRIMA","Parliamentary Secretary for Youth, Sport and Voluntary Organisations within the Ministry for Education and Employment"
"Malta","Mr Chris AGIUS","Parliamentary Secretary for Lands and Construction within the Ministry for Transport, Infrastructure and Capital Projects"
"Malta","Mr Silvio PARNIS","Parliamentary Secretary for Active Ageing and Persons with Disability within the Ministry for the Family, Children’s Rights and Social Solidarity"
"Malta","Ms Rosianne CUTAJAR","Parliamentary Secretary for Equality and Reforms within the Ministry for Justice, Equality and Governance"
"Malta","Mr Deo DEBATTISTA","Parliamentary Secretary for Consumer Protection and Public Cleansing within the Ministry for Rural Policy, Fisheries, Animal Rights and Consumer Protection"
"Malta","Mr Alex MUSCAT","Parliamentary Secretary for Citizenship and Communities within the Ministry for Home Affairs, National Security and Law Enforcement"
"Poland","Mr Mateusz MORAWIECKI","Prime Minister, Minister for Digital Affairs"
"Poland","Mr Jarosław KACZYŃSKI","Deputy Prime Minister"
"Poland","Mr Jacek SASIN","Deputy Prime Minister, Minister for State Assets"
"Poland","Mr Piotr GLIŃSKI","Deputy Prime Minister, Minister for Culture, National Heritage and Sport"
"Poland","Mr Przemysław CZARNEK","Minister for Education and Science"
"Poland","Mr Andrzej ADAMCZYK","Minister for Infrastructure"
"Poland","Mr Tadeusz KOŚCIŃSKI","Minister for Finance, Funds and Regional Policy"
"Poland","Mr Jarosław GOWIN","Deputy Prime Minister, Minister for Development, Labour and Technology"
"Poland","Mr Michał KURTYKA","Minister for Climate and Environment"
"Poland","Mr Mariusz BŁASZCZAK","Minister for Defence"
"Poland","Ms Marlena MALĄG","Minister for Family and Social Policy"
"Poland","Mr Konrad SZYMAŃSKI","Minister for European Union Affairs"
"Poland","Mr Adam NIEDZIELSKI","Minister for Health"
"Poland","Mr Zbigniew ZIOBRO","Minister for Justice"
"Poland","Mr Grzegorz PUDA","Minister for Agriculture and Rural Development"
"Poland","Mr Zbigniew RAU","Minister for Foreign Affairs"
"Poland","Mr Mariusz KAMIŃSKI","Minister for the Interior and Administration"
"Poland","Mr Michał WÓJCIK","Minister, Member of the Council of Ministers"
"Poland","Mr Michał CIEŚLAK","Minister, Member of the Council of Ministers"
"Poland","Mr Michał DWORCZYK","Minister, Member of the Council of Ministers"
"Poland","Mr Łukasz SCHREIBER","Minister, Member of the Council of Ministers"
"Poland","Mr Marek ZAGÓRSKI","State Secretary, Chancellery of the Prime Minister"
"Poland","Mr Adam ANDRUSZKIEWICZ","State Secretary, Chancellery of the Prime Minister"
"Poland","Mr Tomasz CHRÓSTNY","President of the Office of Competition and Consumer Protection"
"Poland","Mr Artur SOBOŃ","State Secretary, Ministry of State Assets"
"Poland","Mr Janusz KOWALSKI","State Secretary, Ministry of State Assets"
"Poland","Mr Maciej MAŁECKI","State Secretary, Ministry of State Assets"
"Poland","Mr Zbigniew GRYGLAS","Deputy State Secretary, Ministry of State Assets"
"Poland","Mr Andrzej ŚLIWKA","Deputy State Secretary, Ministry of State Assets"
"Poland","Mr Andrzej GUT-MOSTOWY","State Secretary, Ministry of Development, Labour and Technology, Prime Minister’s Plenipotentiary for the Promotion of the Polish Brand"
"Poland","Ms Iwona MICHAŁEK","State Secretary, Ministry of Development, Labour and Technology"
"Poland","Ms Olga Ewa SEMENIUK","Deputy State Secretary, Ministry of Development, Labour and Technology"
"Poland","Mr Marek NIEDUŻAK","Deputy State Secretary, Ministry of Development, Labour and Technology"
"Poland","Mr Robert TOMANEK","Deputy State Secretary, Ministry of Development, Labour and Technology"
"Poland","Mr Stanisław SZWED","State Secretary, Ministry of Family and Social Policy"
"Poland","Mr Paweł WDÓWIK","State Secretary, Ministry of Family and Social Policy, Government Plenipotentiary for Persons with Disabilities"
"Poland","Ms Anna SCHMIDT","State Secretary, Ministry of Family and Social Policy, Government Plenipotentiary for Equality of Treatment"
"Poland","Ms Barbara SOCHA","Deputy State Secretary, Ministry of Family and Social Policy, Government Plenipotentiary for Demographic Policy"
"Poland","Ms Anna KRUPKA","State Secretary, Ministry of Sport"
"Poland","Mr Jacek OSUCH","State Secretary, Ministry of Sport"
"Poland","Ms Marzena MACHAŁEK","State Secretary, Ministry of Education and Science, Government Plenipotentiary for Supporting the Educational Function of Schools and Establishments, Inclusive Education and Vocational Training"
"Poland","Mr Dariusz PIONTKOWSKI","State Secretary, Ministry of Education and Science"
"Poland","Mr Wojciech MAKSYMOWICZ","State Secretary, Ministry of Education and Science"
"Poland","Mr Maciej KOPEĆ","Deputy State Secretary, Ministry of Education and Science"
"Poland","Ms Anna BUDZANOWSKA","Deputy State Secretary, Ministry of Education and Science"
"Poland","Mr Grzegorz WROCHNA","Deputy State Secretary, Ministry of Education and Science"
"Poland","Mr Wojciech SKURKIEWICZ","State Secretary, Ministry of Defence"
"Poland","Mr Sebastian CHWAŁEK","State Secretary, Ministry of Defence"
"Poland","Mr Marcin OCIEPA","State Secretary, Ministry of Defence"
"Poland","Mr Gen. Rajmund ANDRZEJCZAK","Chief of the Defence Staff"
"Poland","Ms Józefa SZCZUREK-ŻELAZKO","State Secretary, Ministry of Health"
"Poland","Mr Waldemar KRASKA","State Secretary, Ministry of Health"
"Poland","Mr Maciej MIŁKOWSKI","Deputy State Secretary, Ministry of Health"
"Poland","Ms Anna GOŁAWSKA","Deputy State Secretary, Ministry of Health"
"Poland","Mr Sławomir GADOMSKI","Deputy State Secretary, Ministry of Health"
"Poland","Ms Małgorzata GOLIŃSKA","State Secretary, Ministry of Climate and Environment, Chief Nature Conservator"
"Poland","Mr Ireneusz ZYSKA","State Secretary, Ministry of Climate and Environment, Government Plenipotentiary for Renewable Energy Sources"
"Poland","Mr Jacek OZDOBA","State Secretary, Ministry of Climate and Environment"
"Poland","Mr Edward SIARKA","State Secretary, Ministry of Climate and Environment"
"Poland","Mr Piotr DZIADZIO","Deputy State Secretary, Ministry of Climate and Environment, Chief National Geologist"
"Poland","Mr Adam GUIBOURGÉ-CZETWERTYŃSKI","Deputy State Secretary, Ministry of Climate and Environment"
"Poland","Mr Sebastian KALETA","State Secretary, Ministry of Justice"
"Poland","Mr Michał WOŚ","State Secretary, Ministry of Justice"
"Poland","Mr Marcin WARCHOŁ","State Secretary, Ministry of Justice"
"Poland","Mr Marcin ROMANOWSKI","Deputy State Secretary, Ministry of Justice"
"Poland","Ms Anna DALKOWSKA","Deputy State Secretary, Ministry of Justice"
"Poland","Mr Paweł SZEFERNAKER","State Secretary, Ministry of the Interior and Administration"
"Poland","Mr Maciej WĄSIK","State Secretary, Ministry of the Interior and Administration"
"Poland","Mr Bartosz GRODECKI","Deputy State Secretary, Ministry of the Interior and Administration"
"Poland","Mr Błażej POBOŻY","Deputy State Secretary, Ministry of the Interior and Administration"
"Poland","Mr Szymon GIŻYŃSKI","State Secretary, Ministry of Agriculture and Rural Development"
"Poland","Ms Anna GEMBICKA","State Secretary, Ministry of Agriculture and Rural Development"
"Poland","Mr Ryszard BARTOSIK","State Secretary, Ministry of Agriculture and Rural Development"
"Poland","Mr Ryszard KAMIŃSKI","Deputy State Secretary, Ministry of Agriculture and Rural Development"
"Poland","Mr Szymon SZYNKOWSKI VEL SĘK","State Secretary, Ministry of Foreign Affairs"
"Poland","Mr Piotr WAWRZYK","State Secretary, Ministry of Foreign Affairs"
"Poland","Mr Marcin PRZYDACZ","Deputy State Secretary, Ministry of Foreign Affairs"
"Poland","Mr Paweł JABŁOŃSKI","Deputy State Secretary, Ministry of Foreign Affairs"
"Poland","Mr Jarosław SELLIN","State Secretary, Ministry of Culture and National Heritage"
"Poland","Ms Magdalena GAWIN","Deputy State Secretary, Ministry of Culture and National Heritage"
"Poland","Ms Wanda ZWINOGRODZKA","Deputy State Secretary, Ministry of Culture and National Heritage"
"Poland","Ms Magdalena RZECZKOWSKA","State Secretary, Ministry of Finance, Head of the National Revenue Administration"
"Poland","Mr Sebastian SKUZA","State Secretary, Ministry of Finance"
"Poland","Mr Piotr PATKOWSKI","Deputy State Secretary, Ministry of Finance, chief spokesperson for public finance discipline"
"Poland","Mr Piotr DZIEDZIC","Deputy State Secretary, Ministry of Finance, Deputy Head of the National Revenue Administration, General Inspector of Financial Information, Government Plenipotentiary for Combating Financial Fraud against the Republic of Poland or the European Union"
"Poland","Ms Anna CHAŁUPA","Deputy State Secretary, Ministry of Finance, Deputy Head of the National Revenue Administration"
"Poland","Mr Piotr NOWAK","Deputy State Secretary, Ministry of Finance"
"Poland","Mr Jan SARNOWSKI","Deputy State Secretary, Ministry of Finance"
"Poland","Ms Małgorzata JAROSIŃSKA-JEDYNAK","State Secretary, Ministry of Funds and Regional Policy"
"Poland","Mr Waldemar BUDA","State Secretary, Ministry of Funds and Regional Policy"
"Poland","Mr Jacek ŻALEK","State Secretary, Ministry of Funds and Regional Policy"
"Poland","Mr Marcin HORAŁA","State Secretary, Ministry of Infrastructure, Government Plenipotentiary for Solidarity Transport Hub Poland"
"Poland","Mr Rafał WEBER","State Secretary, Ministry of Infrastructure"
"Poland","Mr Andrzej BITTEL","State Secretary, Ministry of Infrastructure, Government Plenipotentiary for Combating Transport Exclusion"
"Portugal","Mr António COSTA","Prime Minister"
"Portugal","Mr Pedro SIZA VIEIRA","Minister of State and Minister for the Economy and the Digital Transition"
"Portugal","Mr Augusto SANTOS SILVA","Minister of State and Minister for Foreign Affairs"
"Portugal","Ms Mariana VIEIRA DA SILVA","Minister of State and Minister for the Prime Minister’s Office"
"Portugal","Mr João LEÃO","Minister of State and Minister for Finance"
"Portugal","Mr João GOMES CRAVINHO","Minister for Defence"
"Portugal","Mr Eduardo CABRITA","Minister for the Interior"
"Portugal","Ms Francisca VAN DUNEM","Minister for Justice"
"Portugal","Ms Alexandra LEITÃO","Minister for Modernisation of the State and Public Administration"
"Portugal","Mr Nelson DE SOUZA","Minister for Planning"
"Portugal","Ms Graça FONSECA","Minister for Culture"
"Portugal","Mr Manuel HEITOR","Minister for Science, Technology and Higher Education"
"Portugal","Mr Tiago BRANDÃO RODRIGUES","Minister for Education"
"Portugal","Ms Ana MENDES GODINHO","Minister for Employment, Solidarity, and Social Security"
"Portugal","Ms Marta TEMIDO","Minister for Health"
"Portugal","Mr João Pedro MATOS FERNANDES","Minister for the Environment and Climate Action"
"Portugal","Mr Pedro Nuno SANTOS","Minister for Infrastructure and Housing"
"Portugal","Ms Ana ABRUNHOSA","Minister for Territorial Cohesion"
"Portugal","Ms Maria do Céu ANTUNES","Minister for Agriculture"
"Portugal","Mr Ricardo SERRÃO SANTOS","Minister for Maritime Affairs"
"Portugal","Mr Duarte CORDEIRO","State Secretary for Parliamentary Affairs"
"Portugal","Mr Tiago ANTUNES","State Secretary attached to the Prime Minister"
"Portugal","Mr João NEVES","State Secretary attached to the Minister for the Economy"
