cntry;name_minister;portfolio;party;party_fullname;party_abbr;party_nameen;orientation;ep_affiliation;eu_stance
BGR;Stela Baltova, (bg);Tourism Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Kiril Petkov;Economy Minister;PP;Prodalzhavame promyanata;PP;We Continue The Change;Centre;NA;"Strongly in favour of EU integration;"
BGR;Violeta Komitova, (bg);Regional Development Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Velislav Minekov, (bg);Culture Minister;Independent;NI;NI;NI;NI;NI;NI
BGR;Andrei Kuzmanov, (bg);Youth and Sports Minister;Independent;NI;NI;NI;NI;NI;NI
CYP;Nicos Anastasiades;President;DISY;Dimokratikós Sinagermós;DISY;Democratic Rally;Centre-right;EPP;"In favour of EU integration;"
CYP;Nikos Christodoulides;Minister of Foreign Affairs;DISY;Dimokratikós Sinagermós;DISY;Democratic Rally;Centre-right;EPP;"In favour of EU integration;"
CYP;Constantinos Petrides;Minister of Interior;DISY;Dimokratikós Sinagermós;DISY;Democratic Rally;Centre-right;EPP;"In favour of EU integration;"
CYP;Harris Georgiades;Minister of Finance;DISY;Dimokratikós Sinagermós;DISY;Democratic Rally;Centre-right;EPP;"In favour of EU integration;"
CYP;Georgios Lakkotrypis;Minister of Energy, Commerce, Industry and Tourism;Independent;NI;NI;NI;NI;NI;NI
CYP;Zeta Emilianidou;Minister of Labour and Social Insurance;Independent;NI;NI;NI;NI;NI;NI
CYP;Costas Kadis;Minister of Agriculture, Natural Resources and Environment;Independent;NI;NI;NI;NI;NI;NI
CYP;Costas Hambiaouris;Minister of Education and Culture;Independent;NI;NI;NI;NI;NI;NI
CYP;Ionas Nicolaou;Minister of Justice and Public Order;DISY;Dimokratikós Sinagermós;DISY;Democratic Rally;Centre-right;EPP;"In favour of EU integration;"
CYP;Savvas Angelides;Minister of Defence;Independent;NI;NI;NI;NI;NI;NI
CYP;Vassiliki Anastasiadou;Minister of Transport, Communications and Works;Independent;NI;NI;NI;NI;NI;NI
CYP;Constantinos Ioannou;Minister of Health;Independent;NI;NI;NI;NI;NI;NI
CYP;Prodromos Prodromou;Government spokesman;DISY;Dimokratikós Sinagermós;DISY;Democratic Rally;Centre-right;EPP;"In favour of EU integration;"
CYP;Vasilis Palmas;Deputy Minister to the President;Independent;NI;NI;NI;NI;NI;NI
CYP;Natasa Pileidou;Deputy Minister of Shipping;DISY;Dimokratikós Sinagermós;DISY;Democratic Rally;Centre-right;EPP;"In favour of EU integration;"
CYP;Savvas Perdios;Deputy Minister of Tourism;Independent;NI;NI;NI;NI;NI;NI
CYP;Klelia Vassiliou;Deputy government spokesman;Independent;NI;NI;NI;NI;NI;NI
CZE;Andrej Babiš;Chairman of the Government;ANO;ANO 2011;ANO 2011;YES 2011;Centrist;RE;"Somewhat in favour of EU integration;"
CZE;Jakub Kulhánek;Minister of Foreign Affairs;ČSSD;Česká Strana Sociálně Demokratická;ČSSD;Czech Social Democratic Party;Centre-left;S&D;"In favour of EU integration;"
CZE;Jan Hamáček;Minister of the Interior;ČSSD;Česká Strana Sociálně Demokratická;ČSSD;Czech Social Democratic Party;Centre-left;S&D;"In favour of EU integration;"
CZE;Alena Schillerová;Finance Minister;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Lubomír Metnar;Minister of Defense;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Marie Benešová;Minister of Justice;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Karel Havlíček;Minister of Industry and Trade;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Klára Dostálová;Minister for Regional Development;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Adam Vojtěch;Ministry of Health;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Jana Maláčová;Minister of Labour and Social Affairs;ČSSD;Česká Strana Sociálně Demokratická;ČSSD;Czech Social Democratic Party;Centre-left;S&D;"In favour of EU integration;"
CZE;Robert Plaga;Minister of Education, Youth and Sports;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Karel Havlíček;Minister of Transport;nominated by ANO;NI;NI;NI;NI;NI;NI
CZE;Richard Brabec;Minister of the Environment;ANO;ANO 2011;ANO 2011;YES 2011;Centrist;RE;"Somewhat in favour of EU integration;"
CZE;Lubomír Zaorálek;Minister of Culture;ČSSD;Česká Strana Sociálně Demokratická;ČSSD;Czech Social Democratic Party;Centre-left;S&D;"In favour of EU integration;"
CZE;Miroslav Toman;Minister of Agriculture;nominated by ČSSD;NI;NI;NI;NI;NI;NI
DEU;Angela Merkel;Chancellor of Germany;CDU;Christlich Demokratische Union Deutschlands;CDU;Christian Democratic Union of Germany;Centre-right;EPP;"In favour of EU integration;"
DEU;Olaf Scholz;Vice Chancellor of GermanyFederal Minister of Finance;SPD;Sozialdemokratische Partei Deutschlands;SPD;Social Democratic Party of Germany;Centre-left;S&D;"Strongly in favour of EU integration;"
DEU;Horst Seehofer;Federal Minister of the Interior, Building and Community;CSU;Christlich-Soziale Union in Bayern e. V.;CSU;Christian Social Union in Bavaria;Centre-right;EPP;"In favour of EU integration;"
DEU;Heiko Maas;Federal Minister of Foreign Affairs;SPD;Sozialdemokratische Partei Deutschlands;SPD;Social Democratic Party of Germany;Centre-left;S&D;"Strongly in favour of EU integration;"
DEU;Peter Altmaier;Federal Minister for Economics and Energy;CDU;Christlich Demokratische Union Deutschlands;CDU;Christian Democratic Union of Germany;Centre-right;EPP;"In favour of EU integration;"
DEU;Christine Lambrecht;Federal Minister of Justice and Consumer Protection, since 19 May 2021 also Federal Minister for Family Affairs, Senior Citizens, Women and Youth;SPD;Sozialdemokratische Partei Deutschlands;SPD;Social Democratic Party of Germany;Centre-left;S&D;"Strongly in favour of EU integration;"
DEU;Hubertus Heil;Federal Minister for Labour and Social Affairs;SPD;Sozialdemokratische Partei Deutschlands;SPD;Social Democratic Party of Germany;Centre-left;S&D;"Strongly in favour of EU integration;"
DEU;Annegret Kramp-Karrenbauer;Federal Minister of Defence;CDU;Christlich Demokratische Union Deutschlands;CDU;Christian Democratic Union of Germany;Centre-right;EPP;"In favour of EU integration;"
DEU;Julia Klöckner;Federal Minister for Food and Agriculture;CDU;Christlich Demokratische Union Deutschlands;CDU;Christian Democratic Union of Germany;Centre-right;EPP;"In favour of EU integration;"
DEU;Jens Spahn;Federal Minister for Health;CDU;Christlich Demokratische Union Deutschlands;CDU;Christian Democratic Union of Germany;Centre-right;EPP;"In favour of EU integration;"
DEU;Andreas Scheuer;Federal Minister for Transport and Digital Infrastructure;CSU;Christlich-Soziale Union in Bayern e. V.;CSU;Christian Social Union in Bavaria;Centre-right;EPP;"In favour of EU integration;"
DEU;Svenja Schulze;Federal Minister for the Environment, Nature Conservation and Nuclear Safety;SPD;Sozialdemokratische Partei Deutschlands;SPD;Social Democratic Party of Germany;Centre-left;S&D;"Strongly in favour of EU integration;"
DEU;Anja Karliczek;Federal Minister for Education and Research;CDU;Christlich Demokratische Union Deutschlands;CDU;Christian Democratic Union of Germany;Centre-right;EPP;"In favour of EU integration;"
DEU;Gerd Müller;Federal Minister for Economic Cooperation and Development;CSU;Christlich-Soziale Union in Bayern e. V.;CSU;Christian Social Union in Bavaria;Centre-right;EPP;"In favour of EU integration;"
DEU;Helge Braun;Federal Minister for Special AffairsHead of the Chancellery;CDU;Christlich Demokratische Union Deutschlands;CDU;Christian Democratic Union of Germany;Centre-right;EPP;"In favour of EU integration;"
DNK;Mette Frederiksen;Prime Minister;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Nicolai Wammen;Minister for Finance;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Jeppe Kofod;Minister for Foreign Affairs;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Nick Hækkerup;Minister for Justice;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Astrid Krag;NA;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Morten Bødskov;Minister for Taxation;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Dan Jørgensen;Minister for Climate, Energy and Utilities;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Magnus Heunicke;Minister for Health;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Benny Engelbrecht;Minister for Transport;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Rasmus Prehn;Minister for Food, Agriculture and Fisheries;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Pernille Rosenkrantz-Theil;Minister for Children and Education;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Trine Bramsen;Minister of Defence;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Ane Halsboe-Jørgensen;Minister for Culture and Minister for Ecclesiastical Affairs;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Simon Kollerup;Minister for Industry, Business and Financial Affairs;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Mattias Tesfaye;Minister for Immigration and Integration;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Peter Hummelgaard;Minister for Employment and minister for Gender Equality;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Kaare Dybvad;NA;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Lea Wermelin;Minister for the Environment;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Flemming Møller Mortensen;Minister for Development Cooperation and Nordic Cooperation;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
DNK;Jesper Petersen;Minister for Higher Education and Science;The Social Democratic Party;Socialdemokratiet;NA;Social Democrats;Centre-left;S&D;"Somewhat in favour of EU integration;"
EST;Jüri Ratas;Prime Minister;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Martin Helme;Minister of Finance;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Jaak Aab;Minister of Public Administration;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Anneli Ott;Minister of Public Administration;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Urmas Reinsalu;Minister of Foreign Affairs;Isamaa;Isamaa;NA;Pro Patria;Centre-right;EPP;"Somewhat in favour of EU integration;"
EST;Taavi Aas;Minister of Economic Affairs and Infrastructure;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Marti Kuusik;Minister of Foreign Trade andInformation Technology;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Kert Kingo;Minister of Foreign Trade andInformation Technology;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Kaimar Karu;Minister of Foreign Trade andInformation Technology;Independent;NI;NI;NI;NI;NI;NI
EST;Raul Siem;Minister of Foreign Trade andInformation Technology;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Raivo Aeg;Minister of Justice;Isamaa;Isamaa;NA;Pro Patria;Centre-right;EPP;"Somewhat in favour of EU integration;"
EST;Jüri Luik;Minister of Defence;Isamaa;Isamaa;NA;Pro Patria;Centre-right;EPP;"Somewhat in favour of EU integration;"
EST;Tõnis Lukas;Minister of Culture;Isamaa;Isamaa;NA;Pro Patria;Centre-right;EPP;"Somewhat in favour of EU integration;"
EST;Mart Helme;Minister of the Interior;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Alar Laneman;Minister of the Interior;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Riina Solman;Minister of Population Affairs;Isamaa;Isamaa;NA;Pro Patria;Centre-right;EPP;"Somewhat in favour of EU integration;"
EST;Mailis Reps;Minister of Education and Research;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Jaak Aab;Minister of Education and Research;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Rene Kokk;Minister of the Environment;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Rain Epler;Minister of the Environment;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Tanel Kiik;Minister of Social Affairs;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Mart Järvik;Minister of Rural Affairs;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Arvo Aller;Minister of Rural Affairs;EKRE;Eesti Konservatiivne Rahvaerakond;EKRE;Conservative People’s Party of Estonia;Right-wing;ID;"Opposed to EU integration;"
EST;Kaja Kallas;Prime Minister;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
EST;Keit Pentus-Rosimannus;Minister of Finance;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
EST;Jaak Aab;Minister of Public Administration;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Eva-Maria Liimets;Minister of Foreign Affairs;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Taavi Aas;Minister of Economic Affairs and Infrastructure;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Andres Sutt;Minister of Entrepreneurship and Information Technology;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
EST;Maris Lauri;Minister of Justice;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
EST;Kalle Laanet;Minister of Defence;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
EST;Anneli Ott;Minister of Culture;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Tiit Terik;Minister of Culture;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Kristian Jaani;Minister of the Interior;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Liina Kersna;Minister of Education and Research;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
EST;Tõnis Mölder;Minister of the Environment;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Erki Savisaar;Minister of the Environment;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Tanel Kiik;Minister of Health and Labour;Centre;Eesti Keskerakond;NA;Estonian Centre Party;Centrist;RE;"In favour of EU integration;"
EST;Signe Riisalo;Minister of Social Protection;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
EST;Urmas Kruuse;Minister of Rural Affairs;Reform;Eesti Reformierakond;NA;Estonian Reform Party;Liberal;RE;"Strongly in favour of EU integration;"
ESP;Pedro Sánchez;Prime Minister;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Carmen Calvo;Deputy Prime MinisterMinister of the Presidency, Relations with the Cortes and Equality;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Josep Borrell;Minister of Foreign Affairs, European Union and Cooperation;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Dolores Delgado;Minister of Justice;Independent;NI;NI;NI;NI;NI;NI
ESP;Margarita Robles;Minister of Defence;Independent;NI;NI;NI;NI;NI;NI
ESP;María Jesús Montero;Minister of Finance;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Fernando Grande-Marlaska;Minister of the Interior;Independent;NI;NI;NI;NI;NI;NI
ESP;José Luis Ábalos;Minister of Development;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Isabel Celaá;Minister of Education and Vocational TrainingSpokesperson of the Government;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Magdalena Valerio;Minister of Labour, Migration and Social Security;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Reyes Maroto;Minister of Industry, Trade and Tourism;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Luis Planas;Minister of Agriculture, Fisheries and Food;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Meritxell Batet;Minister of Territorial Policy and Civil Service;PSC–PSOE;Partido de los Socialistas de Cataluña;PSC-PSOE;Socialists’ Party of Catalonia;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Teresa Ribera;Minister for the Ecological Transition;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Màxim Huerta;Minister of Culture and Sports;Independent;NI;NI;NI;NI;NI;NI
ESP;Nadia Calviño;Minister of Economy and Business;Independent;NI;NI;NI;NI;NI;NI
ESP;Carmen Montón;Minister of Health, Consumer Affairs and Social Welfare;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Pedro Duque;Minister of Science, Innovation and Universities;Independent;NI;NI;NI;NI;NI;NI
ESP;José Guirao;Minister of Culture and Sports;Independent;NI;NI;NI;NI;NI;NI
ESP;María Luisa Carcedo;Minister of Health, Consumer Affairs and Social Welfare;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Pedro Sánchez;Prime Minister;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Carmen Calvo;First Deputy Prime MinisterMinister of the Presidency, Relations with the Cortes and Democratic Memory;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Pablo Iglesias;Second Deputy Prime MinisterMinister of Social Rights and 2030 Agenda;Podemos;Podemos;NA;We Can;Left-wing;LEFT(LEFT;NTP)
ESP;Nadia Calviño;Third Deputy Prime MinisterMinister of Economic Affairs and Digital Transformation;Independent;NI;NI;NI;NI;NI;NI
ESP;Teresa Ribera;Fourth Deputy Prime MinisterMinister for the Ecological Transition and the Demographic Challenge;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Arancha González Laya;Minister of Foreign Affairs, European Union and Cooperation;Independent;NI;NI;NI;NI;NI;NI
ESP;Juan Carlos Campo;Minister of Justice;Independent;NI;NI;NI;NI;NI;NI
ESP;Margarita Robles;Minister of Defence;Independent;NI;NI;NI;NI;NI;NI
ESP;María Jesús Montero;Minister of FinanceSpokesperson of the Government;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Fernando Grande-Marlaska;Minister of the Interior;Independent;NI;NI;NI;NI;NI;NI
ESP;José Luis Ábalos;Minister of Transport, Mobility and Urban Agenda;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Isabel Celaá;Minister of Education and Vocational Training;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Yolanda Díaz;Minister of Labour and Social Economy;PCE;Partido Comunista de España;PCE;Communist Party of Spain;Left-wing;LEFT;"Somewhat in favour of EU integration;"
ESP;Reyes Maroto;Minister of Industry, Trade and Tourism;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Luis Planas;Minister of Agriculture, Fisheries and Food;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Carolina Darias;Minister of Territorial Policy and Civil Service;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;José Manuel Rodríguez Uribes;Minister of Culture and Sports;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Salvador Illa;Minister of Health;PSC–PSOE;Partido de los Socialistas de Cataluña;PSC-PSOE;Socialists’ Party of Catalonia;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Pedro Duque;Minister of Science and Innovation;Independent;NI;NI;NI;NI;NI;NI
ESP;Irene Montero;Minister of Equality;Podemos;Podemos;NA;We Can;Left-wing;LEFT(LEFT;NTP)
ESP;Alberto Garzón;Minister of Consumer Affairs;IU;Izquierda Unida;IU;United Left;Left-wing;LEFT;"Somewhat in favour of EU integration;"
ESP;José Luis Escrivá;Minister of Inclusion, Social Security and Migration;Independent;NI;NI;NI;NI;NI;NI
ESP;Manuel Castells;Minister of Universities;Independent;NI;NI;NI;NI;NI;NI
ESP;Miquel Iceta;Minister of Territorial Policy and Civil Service;PSC–PSOE;Partido de los Socialistas de Cataluña;PSC-PSOE;Socialists’ Party of Catalonia;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Carolina Darias;Minister of Health;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Nadia Calviño;Second Deputy Prime MinisterMinister of Economic Affairs and Digital Transformation;Independent;NI;NI;NI;NI;NI;NI
ESP;Yolanda Díaz;Third Deputy Prime MinisterMinister of Labour and Social Economy;PCE;Partido Comunista de España;PCE;Communist Party of Spain;Left-wing;LEFT;"Somewhat in favour of EU integration;"
ESP;Ione Belarra;Minister of Social Rights and 2030 Agenda;Podemos;Podemos;NA;We Can;Left-wing;LEFT(LEFT;NTP)
ESP;Nadia Calviño;First Deputy Prime Minister[d]Minister of Economic Affairs and Digital Transformation;Independent;NI;NI;NI;NI;NI;NI
ESP;Yolanda Díaz;Second Deputy Prime Minister[d]Minister of Labour and Social Economy;PCE;Partido Comunista de España;PCE;Communist Party of Spain;Left-wing;LEFT;"Somewhat in favour of EU integration;"
ESP;Teresa Ribera;Third Deputy Prime Minister[d]Minister for the Ecological Transition and the Demographic Challenge;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;José Manuel Albares;Minister of Foreign Affairs, European Union and Cooperation;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Pilar Llop;Minister of Justice;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;María Jesús Montero;Minister of Finance and Civil Service[d];PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Raquel Sánchez Jiménez;Minister of Transport, Mobility and Urban Agenda;PSC–PSOE;Partido de los Socialistas de Cataluña;PSC-PSOE;Socialists’ Party of Catalonia;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Pilar Alegría;Minister of Education and Vocational Training;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Félix Bolaños;Minister of the Presidency, Relations with the Cortes and Democratic Memory;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Isabel Rodríguez García;Minister of Territorial Policy[d]Spokesperson of the Government;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Miquel Iceta;Minister of Culture and Sports;PSC–PSOE;Partido de los Socialistas de Cataluña;PSC-PSOE;Socialists’ Party of Catalonia;Centre-left;S&D;"Strongly in favour of EU integration;"
ESP;Diana Morant;Minister of Science and Innovation;PSOE;Partido Socialista Obrero Español;PSOE;Spanish Socialist Workers’ Party;Centre-left;S&D;"Strongly in favour of EU integration;"
FIN;Sanna Marin;Prime Minister;Social Democratic Party;Suomen Sosialidemokraattinen Puolue;SDP;Social Democratic Party of Finland;Centre-left;S&D;"In favour of EU integration;"
FIN;Annika Saarikko;Minister of Finance;Centre Party of Finland;Suomen Keskusta;Kesk;Centre Party of Finland;Centrist;Agrarian;RE
FIN;Tytti Tuppurainen;Minister for European Affairs and Ownership Steering;Social Democratic Party;Suomen Sosialidemokraattinen Puolue;SDP;Social Democratic Party of Finland;Centre-left;S&D;"In favour of EU integration;"
FIN;Pekka Haavisto;Minister for Foreign Affairs;The Greens in Finland;Vihreä Liitto;Vihr;Green League;Centre-left;Green;Greens/EFA
FIN;Ville Skinnari;Minister for Development Cooperation and Foreign Trade;Social Democratic Party;Suomen Sosialidemokraattinen Puolue;SDP;Social Democratic Party of Finland;Centre-left;S&D;"In favour of EU integration;"
FIN;Anna-Maja Henriksson;Minister of Justice;Swedish People's Party;Svenska folkpartiet i Finland;SFP;Swedish People’s Party of Finland;Liberal;RE;"In favour of EU integration;"
