abbr;full_title;date;cntry.x;name;office;isocntry;matchprep.x;cntry.y;name_minister;portfolio;party;party_fullname;party_abbr;party_nameen;orientation;ep_affiliation;eu_stance;matchprep.y
fac;FOREIGN AFFAIRS COUNCIL (DEFENCE);2019-11-12;Austria;Mr Thomas STARLINGER;Federal Minister for Defence;AUT;thomasstarlinger;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL (DEFENCE);2019-11-12;Poland;Mr Paweł WOŹNY;Under-Secretary of State in the Ministry of National Defence;POL;pawełwoźny;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL (DEFENCE);2019-11-12;Romania;Ms Luminița Teodora ODOBESCU;Permanent Representative;ROU;luminițateodoraodobescu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL (DEFENCE);2019-11-12;Slovakia;Mr Róbert ONDREJCSÁK;State Secretary at the Ministry of Defence;SVK;róbertondrejcsák;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL (DEFENCE);2019-11-12;Sweden;Mr Paul JOHNSTON;PSC Ambassador;SWE;pauljohnston;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Belgium;Mr Patrick VAN GHEEL;Director, Trade Policy and WTO, Ministry of Foreign Affairs;BEL;patrickvangheel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Bulgaria;Mr Dimiter TZANTCHEV;Permanent Representative;BGR;dimitertzantchev;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Germany;Mr Michael CLAUSS;Permanent Representative;DEU;michaelclauss;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Ireland;Mr Declan KELLEHER;Permanent Representative;IRL;declankelleher;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Greece;Mr Grigorios DIMITRIADIS;Secretary General for International Economic Relations & Extroversion;GRC;grigoriosdimitriadis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Spain;Ms Reyes MAROTO ILLERA;Minister for Industry, Trade and Tourism;ESP;reyesmarotoillera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Italy;Mr Ivan SCALFAROTTO;State Secretary for Foreign Affairs and International Cooperation;ITA;ivanscalfarotto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Latvia;Ms Sanita PAVĻUTA-DESLANDES;Permanent Representative;LVA;sanitapavļutadeslandes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Lithuania;Mr Albinas ZANANAVIČIUS;Vice-Minister for Foreign Affairs;LTU;albinaszananavičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Malta;Mr Daniel AZZOPARDI;Permanent Representative;MLT;danielazzopardi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Austria;Ms Elisabeth UDOLF-STROBL;Federal Minister for Digital and Economic Affairs;AUT;elisabethudolfstrobl;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Poland;Mr Marek NIEDUŻAK;Undersecretary of State, Ministry of Entrepreneurship and Technology;POL;marekniedużak;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Portugal;Ms Ana Paula ZACARIAS;State Secretary for European Affairs;PRT;anapaulazacarias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Romania;Ms Luminița ODOBESCU;Permanent Representative;ROU;luminițaodobescu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Slovenia;Ms Eva ŠTRAVS PODLOGAR;State Secretary at the Ministry of Economic Development and Technology;SVN;evaštravspodlogar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-11-21;Sweden;Mr Chris BARTON;TPC Full Member;SWE;chrisbarton;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Bulgaria;Mr Dimiter TZANTCHEV;Permanent Representative;BGR;dimitertzantchev;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Czech Republic;Mr Jakub DÜRR;Permanent Representative;CZE;jakubdürr;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Germany;Mr Martin JÄGER;State Secretary, Federal Ministry of Economic Cooperation and Development;DEU;martinjäger;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Estonia;Ms Kaja TAEL;Permanent Representative;EST;kajatael;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Ireland;Mr Ciarán CANNON;Minister of State at the Department of Foreign Affairs and Trade with special responsibility for the Diaspora and International Development;IRL;ciaráncannon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Greece;Mr Andreas PAPASTAVROU;Permanent Representative;GRC;andreaspapastavrou;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Spain;Mr Pablo GARCIA-BERDOY;Permanent Representative;ESP;pablogarciaberdoy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Italy;Ms Emanuela Claudia DEL RE;Deputy Minister for Foreign Affairs and International Cooperation;ITA;emanuelaclaudiadelre;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Italy;Mr Stavros HATZIYIANNIS;Permanent Representative to the PSC;ITA;stavroshatziyiannis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Latvia;Ms Zanda KALNINA-LUKASEVICA;Parliamentary Secretary, Ministry of Foreign Affairs;LVA;zandakalninalukasevica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Lithuania;Ms Jovita NELIUPŠIENĖ;Permanent Representative;LTU;jovitaneliupšienė;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Austria;Mr Nikolaus MARSCHIK;Permanent Representative;AUT;nikolausmarschik;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Poland;Mr Marcin PRZYDACZ;Deputy State Secretary in charge of Eastern Policy, Development Cooperation and Economic Diplomacy, Ministry of Foreign Affairs;POL;marcinprzydacz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Romania;Ms Luminita ODOBESCU;Permanent Representative;ROU;luminitaodobescu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Slovenia;Ms Simona LESKOVAR;State Secretary at the Ministry of Foreign Affairs;SVN;simonaleskovar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Slovakia;Mr Peter JAVORČÍK;Permanent Representative;SVK;peterjavorčík;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Sweden;Mr Lars DANIELSSON;Permanent Representative;SWE;larsdanielsson;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL - DEVELOPMENT .. - Bruxelles;2019-11-25;Sweden;Mr Tim BARROW;Permanent Representative;SWE;timbarrow;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-12-09;Belgium;Mr François CORNET D’ELZIUS;PSC Ambassador;BEL;françoiscornetdelzius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-12-09;Czech Republic;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;CZE;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-12-09;Greece;Mr Nikolaos- Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-12-09;Spain;Mr Fernando Martín VALENZUELA MARZO;State Secretary for Foreign Affairs;ESP;fernandomartínvalenzuelamarzo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-12-09;Lithuania;Mr Linas LINKEVIČIUS;Minister for Foreign Affairs;LTU;linaslinkevičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-12-09;Finland;Ms Hanna LEHTINEN;PSC Ambassador;FIN;hannalehtinen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2019-12-09;Sweden;Mr Tim BARROW;Permanent Representative;SWE;timbarrow;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;EXTRAORDINARY FOREIGN AFFAIRS COUNCIL;2020-01-10;Czech Republic;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;CZE;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;EXTRAORDINARY FOREIGN AFFAIRS COUNCIL;2020-01-10;Ireland;Mr Noel WHITE;PSC Ambassador;IRL;noelwhite;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;EXTRAORDINARY FOREIGN AFFAIRS COUNCIL;2020-01-10;Greece;Mr Nikolaos-Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;EXTRAORDINARY FOREIGN AFFAIRS COUNCIL;2020-01-10;Spain;Mr Fernando Martín VALENZUELA MARZO;State Secretary for Foreign Affairs;ESP;fernandomartínvalenzuelamarzo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;EXTRAORDINARY FOREIGN AFFAIRS COUNCIL;2020-01-10;Lithuania;Mr Linas LINKEVIČIUS;Minister for Foreign Affairs;LTU;linaslinkevičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;EXTRAORDINARY FOREIGN AFFAIRS COUNCIL;2020-01-10;Malta;Mr Daniel AZZOPARDI;Permanent Representative;MLT;danielazzopardi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;EXTRAORDINARY FOREIGN AFFAIRS COUNCIL;2020-01-10;Sweden;Mr Andrew MURRISON;Minister of State for the Middle East and North Africa at the Foreign and Commonwealth Office, Minister of State for International Development;SWE;andrewmurrison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Belgium;Mr Wim VAN DE VOORDE;Permanent Representative;BEL;wimvandevoorde;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Czech Republic;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;CZE;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Germany;Mr Michael CLAUSS;Permanent Representative;DEU;michaelclauss;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Estonia;Mr Rein TAMMSAAR;Permanent Representative;EST;reintammsaar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Ireland;Mr Noel WHITE;PSC Ambassador;IRL;noelwhite;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Greece;Mr Ioannis VRAILAS;Permanent Representative;GRC;ioannisvrailas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Spain;Ms María Aránzazu GONZÁLEZ LAYA;Minister for Foreign Affairs, European Union and Cooperation;ESP;maríaaránzazugonzálezlaya;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Lithuania;Mr Linas LINKEVIČIUS;Minister for Foreign Affairs;LTU;linaslinkevičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-01-20;Sweden;Mr Tim BARROW;Permanent Representative;SWE;timbarrow;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-02-17;Czech Republic;Mr Martin TLAPA;Deputy Minister for Foreign Affairs;CZE;martintlapa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-02-17;Ireland;Mr Declan KELLEHER;Permanent Representative;IRL;declankelleher;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-02-17;Greece;Mr Nikolaos-Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-02-17;Lithuania;Mr Linas LINKEVIČIUS;Minister for Foreign Affairs;LTU;linaslinkevičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-02-17;Romania;Mr Cornel FERUȚĂ;State Secretary, Ministry of Foreign Affairs;ROU;cornelferuță;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Informal videoconference of Foreign Affairs Ministers  June  Participants;2020-06-15;Bulgaria;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;BGR;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Informal videoconference of Foreign Affairs Ministers  June  Participants;2020-06-15;Greece;Mr Nikolaos-Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Informal videoconference of Foreign Affairs Ministers  June  Participants;2020-06-15;Lithuania;Mr Linas LINKEVIČIUS;Minister for Foreign Affairs;LTU;linaslinkevičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Informal videoconference of Foreign Affairs Ministers  June  Participants;2020-06-15;Romania;Mr Bogdan Lucian AURESCU;Minister for Foreign Affairs;ROU;bogdanlucianaurescu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Bulgaria;Mr Atanas ZAPRYANOV;Deputy Minister for Defence;BGR;atanaszapryanov;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Bulgaria;Mr Radomír JAHODA;Deputy Minister for Defence Policy and Strategy;BGR;radomírjahoda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Ireland;Mr Paul KEHOE;Minister of State at the Department of the Taoiseach and the Department of Defence with special responsibility for Defence;IRL;paulkehoe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Greece;Mr Alkiviadis STEFANIS;State Secretary for Defence;GRC;alkiviadisstefanis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Spain;Mr Juan Francisco MARTÍNEZ NÚÑEZ;Director General for Defence Policy;ESP;juanfranciscomartíneznúñez;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Croatia;Mr Zdravko JAKOP;State Secretary, Ministry of Defence;HRV;zdravkojakop;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Luxembourg;Mr Henri KOX;Minister for Housing, Deputy Minister for Defence, Deputy Minister for Internal Security;LUX;henrikox;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Poland;Mr Paweł WOŹNY;Deputy State Secretary, Ministry of Defence;POL;pawełwoźny;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Portugal;Mr Jorge SEGURO SANCHES;State Secretary attached to the Minister for Defence;PRT;jorgesegurosanches;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Romania;Ms Simona COJOCARU;State Secretary, Ministry of National Defence;ROU;simonacojocaru;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Defence  June  Participants;2020-06-16;Slovakia;Mr Marian MAJER;State Secretary at the Ministry of Defence;SVK;marianmajer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Czech Republic;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;CZE;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Estonia;Mr Rein TAMMSAAR;Permanent Representative;EST;reintammsaar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Ireland;Mr Tom HANNEY;Permanent Representative;IRL;tomhanney;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Greece;Mr Nikolaos- Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Italy;Mr Maurizio MASSARI;Permanent Representative;ITA;mauriziomassari;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Lithuania;Ms Jovita NELIUPŠIENĖ;Permanent Representative;LTU;jovitaneliupšienė;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Romania;Ms Luminita ODOBESCU;Permanent Representative;ROU;luminitaodobescu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-07-13;Slovenia;Mr Iztok JARC;Permanent Representative;SVN;iztokjarc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Bulgaria;Mr Petko DOYKOV;Deputy Minister for Foreign Affairs;BGR;petkodoykov;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Czech Republic;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;CZE;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Denmark;Mr Jesper MØLLER SØRENSEN;State Secretary for Foreign Policy;DNK;jespermøllersørensen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Ireland;Mr Derek LAMBE;FAC/GAC Attaché;IRL;dereklambe;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Greece;Mr Nikolaos-Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Lithuania;Mr Linas LINKEVIČIUS;Minister for Foreign Affairs;LTU;linaslinkevičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Hungary;Mr Csaba Sándor BALOGH;Minister of State for Administrative Affairs, Ministry of Foreign Affairs and Trade;HUN;csabasándorbalogh;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Portugal;Ms Ana Paula ZACARIAS;State Secretary for European Affairs;PRT;anapaulazacarias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Romania;Mr Bogdan Lucian AURESCU;Minister for Foreign Affairs;ROU;bogdanlucianaurescu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;Foreign Affairs  August Participants;2020-08-14;Slovenia;Mr Tone KAJZER;State Secretary at the Ministry of Foreign Affairs;SVN;tonekajzer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-09-21;Czech Republic;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;CZE;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-09-21;Estonia;Mr Aivo ORAV;Permanent Representative;EST;aivoorav;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-09-21;Greece;Mr Nikolaos-Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-09-21;Lithuania;Mr Linas LINKEVIČIUS;Minister for Foreign Affairs;LTU;linaslinkevičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-09-21;Portugal;Ms Ana Paula ZACARIAS;State Secretary for European Affairs;PRT;anapaulazacarias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-10-12;Czech Republic;Mr Tomáš PETŘÍČEK;Minister for Foreign Affairs;CZE;tomášpetříček;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-10-12;Greece;Mr Nikolaos-Georgios DENDIAS;Minister for Foreign Affairs;GRC;nikolaosgeorgiosdendias;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-10-12;Lithuania;Mr Albinas ZANANAVIČIUS;Deputy Minister for Foreign Affairs;LTU;albinaszananavičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL;2020-10-12;Portugal;Ms Madalena FISCHER;Political Director;PRT;madalenafischer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Belgium;Mr Wim van de VOORDE;Permanent Representative;BEL;wimvandevoorde;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Bulgaria;Mr Dimiter TZANTCHEV;Permanent Representative;BGR;dimitertzantchev;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Greece;Mr Konstantinos FRAGKOGIANNIS;State Secretary for Economic Diplomacy and Outward-Looking Policies;GRC;konstantinosfragkogiannis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Spain;Ms Xiana MÉNDEZ;Secretary of State for Trade;ESP;xianaméndez;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Croatia;Mr Zdenko LUCIĆ;State Secretary, Ministry of Foreign and European Affairs, with responsibility for foreign trade and development cooperation;HRV;zdenkolucić;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Italy;Mr Ivan SCALFAROTTO;State Secretary for Foreign Affairs and International Cooperation;ITA;ivanscalfarotto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Italy;Mr Loucas SYMEONIDES;TPC Full Member;ITA;loucassymeonides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Latvia;Mr Zanda KALNINA-LUKASEVICA;Parliamentary Secretary, Ministry of Foreign Affairs;LVA;zandakalninalukasevica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Lithuania;Mr Albinas ZANANAVIČIUS;Deputy Minister for Foreign Affairs;LTU;albinaszananavičius;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Hungary;Mr Levente MAGYAR;Minister of State for Parliamentary Affairs and Deputy Minister, Ministry of Foreign Affairs and Trade;HUN;leventemagyar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
fac;FOREIGN AFFAIRS COUNCIL TRADE;2020-11-09;Malta;Mr Nancy CARUANA;Permanent Secretary, Ministry for the Economy, Investment and Small Business;MLT;nancycaruana;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
